Date,Building,Stream,Substream,Volume,Weight,Notes
2018-02-09,Swig,Compost in Landfill,Paper Towels,0.75,5.9,
2018-02-09,Swig,Recycling in Landfill,Paper,0.05,1.1,paper bags
2018-02-09,Swig,Reusables in Landfill,Reusables,0.25,2.7,"bags, bubble wrap, clothes"
2018-02-09,Swig,Landfill,Styrofoam,0.25,1.5,packaging
2018-02-09,Swig,Landfill,Other Landfill,1.0,9.8,"food wrappers, makeup remover pads, snack bags"
2018-02-09,Swig,Recycling in Landfill,Metal,0.25,3.8,"energy drinks, tea"
2018-02-09,Swig,Recycling in Landfill,Cardboard,1.0,6.4,"mailboxes, cellar boxes (Bulk drinks)"
2018-02-09,Swig,Landfill,Other Landfill,0.13,1.0,coffee cups
2018-02-09,Swig,Recycling in Landfill,Glass,0.25,15.6,"yerba mate, alcohol bottles"
2018-02-09,Swig,Recycling in Landfill,Plastic 1-7,0.75,3.8,"water bottles, utensils, plastic containers"
2018-02-09,Swig,Recycling in Landfill,Terracycle,0.05,0.05,
2018-02-09,Swig,Recycling in Landfill,Plastic 1-7,1.0,7.8,"trash bags, shopping bags, clear wrappers"
2018-02-09,Swig,Recycling in Landfill,E-/Universal Waste,0.05,0.4,2 batteries
2023-03-14,Swig,Recycling in Landfill,Aseptic/Tetra-Pak,0.0,0.0,1 tetrapak
2023-03-14,Swig,Compost in Landfill,BPI Certified Compostable To-Go Ware,0.7,7.6,benson to go ware
2023-03-14,Swig,Recycling in Landfill,Cardboard,1.0,7.2,boxes
2023-03-14,Swig,Recycling in Landfill,Cardboard,0.3,3.1,boxes
2023-03-14,Swig,Recycling in Landfill,Electronic & Universal Waste,0.0,0.0,"2 vapes, 1 breaker"
2023-03-14,Swig,Recycling in Landfill,Film Plastic,0.5,2.4,plastic bags
2023-03-14,Swig,Compost in Landfill,Food/Organic Waste,0.5,30.7,produce
2023-03-14,Swig,Recycling in Landfill,Glass,0.3,21.3,wine bottles
2023-03-14,Swig,Recycling in Landfill,Metal & Aluminum,0.5,3.4,beer cans
2023-03-14,Swig,Landfill,Misc. Landfill,1.0,9.2,food soiled non compostable containers
2023-03-14,Swig,Landfill,Misc. Landfill,1.0,35.1,chip bags
2023-03-14,Swig,Landfill,Misc. Landfill,0.5,5.9,gloves
2023-03-14,Swig,Compost in Landfill,Napkins/Paper Towels,0.3,7.1,paper towels
2023-03-14,Swig,Recycling in Landfill,Paper,1.0,2.1,paper bags
2023-03-14,Swig,Recycling in Landfill,Paper,0.5,3.7,paper bags
2023-03-14,Swig,Recycling in Landfill,Paperboard,1.0,6.8,food packaging
2023-03-14,Swig,Recycling in Landfill,Plastics #1-7,1.0,7.9,water bottles
2023-03-14,Swig,Recycling in Landfill,Plastics #1-7,1.0,6.4,plastic bottles; plastic food containers
2023-03-14,Swig,Recycling in Landfill,Plastics #1-7,1.0,4.9,bottles
2023-03-14,Swig,Reusables in Landfill,Reusables,0.25,4.9,clothing
2023-03-14,Swig,Landfill,Styrofoam,0.0,0.0,5 pieces of styrofoam
2023-03-14,Swig,Recycling in Landfill,Terracycle,0.0,0.0,1 britta filter
2016-05-04,University Villas,Compost in Landfill,Compostable Food Containers,1.0,10.1,"clam shell containers, pizza boxes, soiled paper"
2016-05-04,University Villas,Compost in Landfill,Misc. Meal Waste,0.5,29.5,"bread ends, salami, mushrooms"
2016-05-04,University Villas,Recycling in Landfill,Plastic 1-7,1.0,7.7,"external clamshells, beverage containers, chicken containers"
2016-05-04,University Villas,Recycling in Landfill,Paperboard Rolls,0.13,0.8,
2016-05-04,University Villas,Recycling in Landfill,Paper,0.75,5.3,"trader joes bags, food boxes, coupons"
2016-05-04,University Villas,Recycling in Landfill,Cardboard,1.0,5.0,"klenex boxes, strawberry flat"
2016-05-04,University Villas,Compost in Landfill,Compostable Food Containers,1.0,5.9,"food wrapping, soiler paper, cups"
2016-05-04,University Villas,Recycling in Landfill,Plastic Film,1.0,6.2,"ziplocs, plastic bags"
2016-05-04,University Villas,Landfill,Other Landfill,1.0,9.0,"food packaging, styrofoam, coffee cups"
2016-05-04,University Villas,Recycling in Landfill,Aseptic Containers,0.06,1.5,milk cartons
2016-05-04,University Villas,Recycling in Landfill,Metal,0.33,3.6,"cans, foil, monster drinks"
2016-05-04,University Villas,Recycling in Landfill,Glass,0.33,19.8,"alcohol bottles, juice, soda cans"
2016-05-04,University Villas,Recycling in Landfill,E-/Universal Waste,0.03,0.1,"batteries, phone charger"
2016-05-04,University Villas,Recycling in Landfill,Terracycle,0.04,1.7,"bar wrappers, shampoo, deoderant, makeup"
2016-05-04,University Villas,Reusables in Landfill,Reusables,0.03,0.1,tupperware
2016-05-04,University Villas,Recycling in Landfill,Plastic 1-7,1.0,6.7,"cookie trays, powerade bottles, water bottles"
2016-05-04,University Villas,Compost in Landfill,Misc. Meal Waste,0.33,23.8,
2016-05-04,University Villas,Compost in Landfill,Paper Towels,0.25,1.1,
2017-03-13,University Villas,Recycling in Landfill,Plastic 1-7,1.0,6.5,"bottles, fruit containers, to go cups, lots of packaged foods"
2017-03-13,University Villas,Recycling in Landfill,Paper,1.0,6.2,"store bags ,frozen food boxes,office papers, packaged foods"
2017-03-13,University Villas,Landfill,Other Landfill,0.75,6.3,"ice cream container, food packaging,cleaning wipes, easy disposable"
2017-03-13,University Villas,Recycling in Landfill,Plastic Film,1.0,5.5,"trash bags,food wrapping, bread bags"
2017-03-13,University Villas,Compost in Landfill,Misc. Meal Waste,0.33,43.2,"moldy food, Lots of waste"
2017-03-13,University Villas,Recycling in Landfill,Plastic 1-7,0.75,4.5,"food containers, solo cups"
2017-03-13,University Villas,Recycling in Landfill,Paper,0.67,3.9,"office paper, store bags"
2017-03-13,University Villas,Recycling in Landfill,Plastic 1-7,1.0,6.2,"produce packaging, food containers"
2017-03-13,University Villas,Compost in Landfill,Paper Towels,0.9,11.4,
2017-03-13,University Villas,Compost in Landfill,Compostable Food Containers,1.0,11.9,"plates, food containers, q-tips"
2017-03-13,University Villas,Recycling in Landfill,Glass,0.1,8.3,bottles
2017-03-13,University Villas,Recycling in Landfill,Cardboard,0.75,3.1,corrugated
2017-03-13,University Villas,Recycling in Landfill,Plastic Film,0.67,2.7,bags
2017-03-13,University Villas,Recycling in Landfill,Metal,0.33,2.8,"foil, cans"
2017-03-13,University Villas,Recycling in Landfill,Terracycle,0.1,0.5,wrappers
2017-03-13,University Villas,Recycling in Landfill,E-/Universal Waste,0.1,0.1,cords
2017-03-13,University Villas,Recycling in Landfill,Aseptic Containers,0.1,0.1,shampoo
2017-03-13,University Villas,Reusables in Landfill,Reusables,0.1,10.2,"socks, laces, icepack"
2017-03-13,University Villas,Compost in Landfill,Compostable Food Containers,0.5,2.0,"plates, egg cartons"
2017-03-13,University Villas,Compost in Landfill,Paper Towels,0.1,0.7,napkins
2017-03-13,University Villas,Landfill,Other Landfill,0.75,3.2,"junkfood, packaging, wrappers"
2017-03-13,University Villas,Compost in Landfill,Misc. Meal Waste,0.33,30.7,
2017-03-13,University Villas,Landfill,Other Landfill,0.1,0.8,
2017-03-13,University Villas,Recycling in Landfill,Paperboard Rolls,0.1,0.8,
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Plastic 1-7,1.0,8.7,"water bottles, utensils"
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Compostable Food Containers,1.0,10.2,"take out containers, paper bags, napkins"
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Paper Towels,1.0,16.0,
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Paper,1.0,19.2,"paper, paperboard, paper food boxes"
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Misc. Meal Waste,0.33,33.5,food
2018-01-26,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,8.8,
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Paper Towels,1.0,11.7,
2018-01-26,Vari Hall and Lucas Hall,Landfill,Other Landfill,0.75,7.5,
2018-01-26,Vari Hall and Lucas Hall,Reusables in Landfill,Reusables,0.1,5.4,
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Terracycle,0.33,0.9,"chip bags, energy bars"
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Compostable Food Containers,0.75,10.5,"coffee cup sleeves, benson containers, food bags"
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Plastic Film,1.0,19.1,garbage bags
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Paperboard Rolls,0.25,2.1,
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Terracycle,0.1,1.2,"tetrapack, chewy bars"
2018-01-26,Vari Hall and Lucas Hall,Landfill,Styrofoam,0.1,0.1,styrofoam plates
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Plastic 1-7,1.0,10.3,"utensils, beverage and food containers, coffee lids"
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Misc. Meal Waste,0.25,16.3,food
2018-01-26,Vari Hall and Lucas Hall,Compost in Landfill,Paper Towels,0.25,3.9,
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Glass,0.1,2.1,3 glass beverage containers
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,E-/Universal Waste,0.1,0.3,5 batteries
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Paper,1.0,8.1,"office paper, receipts, paper ream packaging"
2018-01-26,Vari Hall and Lucas Hall,Recycling in Landfill,Metal,0.25,2.1,"cans, foil"
2018-01-26,Vari Hall and Lucas Hall,Landfill,Other Landfill,0.25,4.9,
2020-01-21,Vari Hall and Lucas Hall,Compost in Landfill,Food Waste (edible),0.3,50.2,Mix of food
2020-01-21,Vari Hall and Lucas Hall,Compost in Landfill,Misc. Meal Waste,0.25,14.8,"Peels, a plant"
2020-01-21,Vari Hall and Lucas Hall,Compost in Landfill,SCU Coffee Cups,0.75,5.4,
2020-01-21,Vari Hall and Lucas Hall,Compost in Landfill,Compostable Dining Waste (non-edible),1.5,21.0,"Plates, Benson containers"
2020-01-21,Vari Hall and Lucas Hall,Compost in Landfill,Paper Towels,1.0,14.6,
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Aseptic Containers,0.1,0.6,Milk container
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Terracycle,0.1,0.2,Energy bar wrappers
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Const/Demo Waste,0.1,3.1,
2020-01-21,Vari Hall and Lucas Hall,Reusables in Landfill,Reusables,0.3,8.9,Resuable water bottles
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Plastic 1-7,1.0,6.4,Food packaging
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Cardboard,0.5,0.9,Food packaging
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,E-/Universal Waste,0.05,0.2,Batteries
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Metal,0.5,1.4,"Tin foil, cans"
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Plastic Film,0.1,0.1,Grocery bags
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Paper,0.5,4.6,School paper
2020-01-21,Vari Hall and Lucas Hall,Recycling in Landfill,Glass,0.1,0.3,Bottles
2020-01-21,Vari Hall and Lucas Hall,Landfill,Styrofoam,0.1,0.2,
2020-01-21,Vari Hall and Lucas Hall,Landfill,Non-SCU Coffee Cups,0.75,4.8,Starbucks
2020-01-21,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,11.9,Food packaging
2020-01-21,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,14.7,Food packaging
2020-01-21,Vari Hall and Lucas Hall,Landfill,Other Landfill,1.0,13.2,Food packaging
